Key	"Experiment 1"	"Experiment 2"	"Experiment 3"	"Experiment 4"	"Experiment 5"	"Experiment 6"	"Experiment 7"	"Experiment 8"	"Experiment 9"	"Experiment 10"	"Experiment 11"	"Experiment 12"	"Experiment 13"	"Experiment 14"	"Experiment 15"	"Experiment 16"	"Experiment 17"	"Experiment 18"	"Experiment 19"	"Experiment 20"	"Experiment 21"	"Experiment 22"	"Experiment 23"	"Experiment 24"	"Experiment 25"	"Experiment 26"	"Experiment 27"	"Experiment 28"	"Experiment 29"	"Experiment 30"	"Experiment 31"	"Experiment 32"	"Experiment 33"	"Experiment 34"	"Experiment 35"	"Experiment 36"	"Experiment 37"	"Experiment 38"	"Experiment 39"	"Experiment 40"	"Experiment 41"	"Experiment 42"	"Experiment 43"	"Experiment 44"	"Experiment 45"	"Experiment 46"	"Experiment 47"	"Experiment 48"	"Experiment 49"	"Experiment 50"	"Experiment 51"	"Experiment 52"	"Experiment 53"	"Experiment 54"	"Experiment 55"	"Experiment 56"	"Experiment 57"	"Experiment 58"	"Experiment 59"	"Experiment 60"	"Experiment 61"	"Experiment 62"	"Experiment 63"	"Experiment 64"	"Experiment 65"	"Experiment 66"	"Experiment 67"	"Experiment 68"	"Experiment 69"	"Experiment 70"	"Experiment 71"	"Experiment 72"	"Experiment 73"	"Experiment 74"	"Experiment 75"	"Experiment 76"	"Experiment 77"	"Experiment 78"	"Experiment 79"	"Experiment 80"	"Experiment 81"	"Experiment 82"	"Experiment 83"	"Experiment 84"	"Experiment 85"	"Experiment 86"	"Experiment 87"	"Experiment 88"	"Experiment 89"	"Experiment 90"	"Experiment 91"	"Experiment 92"	"Experiment 93"	"Experiment 94"	"Experiment 95"	"Experiment 96"	"Experiment 97"	"Experiment 98"	"Experiment 99"	"Experiment 100"	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular location [CC]
ydeQ	5.773	5.9356	5.8733	6.1951	5.7653	5.6319	5.8361	5.7632	6.7163	6.5476	6.3896	6.2465	6.5747	6.647	6.7173	6.6535	6.3016	6.5669	6.5291	6.364	6.2348	6.2514	6.4635	6.5758	6.4209	6.7703	6.9309	6.9845	7.1487	6.9626	7.1399	7.0143	7.2523	7.0935	7.2238	7.0779	6.9547	7.2764	7.0336	7.0657	6.1773	6.4162	6.5103	6.4447	6.4415	6.3166	6.2683	6.4293	6.326	6.4646	6.3267	6.2013	6.3097	6.2712	6.4683	6.0832	6.2621	6.4116	6.3861	6.2361	6.2774	6.3866	6.4028	6.2959	6.3411	6.3015	6.3868	6.2513	6.3892	6.303	6.4977	6.2441	6.3836	6.1333	6.2998	6.2241	6.2656	6.472	6.2555	6.3257	6.2162	6.3229	6.3941	6.7499	6.5593	6.6506	6.466	6.5469	6.5073	6.6587	6.502	6.6237	6.6563	6.6659	6.6764	6.7394	6.7256	7.0359	6.508	7.2381	cell adhesion involved in single-species biofilm formation [GO:0043709]| pilus organization [GO:0043711]	pilus [GO:0009289]		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
ydeR	6.6539	6.7119	6.5975	6.6332	6.1872	6.4496	5.9571	5.9109	6.5001	6.2038	6.1012	6.3528	6.1208	6.219	6.2433	6.1154	5.8042	6.0455	5.9173	5.8213	5.7887	5.6852	6.1054	6.2072	5.943	6.6072	6.5742	6.5619	6.9992	6.859	6.9826	6.9831	7.219	6.9638	6.9682	6.855	6.8886	7.1708	7.0046	6.9733	6.0308	6.3017	6.2633	6.2522	6.0965	6.2454	6.0307	6.0693	6.1217	6.2051	6.1037	5.9903	6.1018	6.2265	6.221	5.9773	6.1173	6.1944	6.1643	6.0708	6.1599	6.242	6.3219	6.2037	6.2506	6.0957	6.0328	6.2041	6.1633	5.9721	6.1664	6.0198	6.0637	5.8344	6.1089	5.9479	6.129	6.1361	5.948	6.1731	6.0803	6.0633	6.0718	6.2393	6.1785	6.5359	5.943	5.9567	6.4232	6.3408	6.3639	6.1967	6.1251	6.2303	5.7785	6.0048	6.2666	6.1422	5.5838	6.806	cell adhesion involved in single-species biofilm formation [GO:0043709]| pilus organization [GO:0043711]	pilus [GO:0009289]		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
ydeS	7.5496	7.5646	7.7897	7.8555	7.2507	7.3997	6.9604	6.9896	7.5914	7.3066	7.1234	7.1733	7.3625	7.4641	7.2668	7.1991	6.9258	7.0355	7.0024	6.9206	6.8011	6.7728	6.9763	7.2105	7.0284	7.5904	7.4896	7.9443	7.7939	7.8204	8.087	7.8401	8.0885	7.9683	7.832	7.9576	7.8914	8.3208	7.865	8.0138	6.8088	7.1869	7.1617	7.1885	7.2055	7.164	6.9176	6.931	6.966	7.0075	6.8117	6.8657	7.0069	6.9592	7.0523	6.9118	7.0904	7.1502	7.2363	6.952	7.1679	7.1549	7.1514	7.1783	7.1678	7.0417	6.8258	6.8693	6.9055	6.7552	7.1734	6.8264	6.9217	6.5698	7.0744	6.8716	6.9367	7.0589	6.8216	6.9318	6.9133	6.9055	6.9996	7.4335	7.2504	7.6324	7.2101	7.1165	7.2956	7.0589	7.0069	7.1468	7.3083	7.3447	6.9477	7.1132	7.4478	7.4654	6.9937	7.8188	cell adhesion involved in single-species biofilm formation [GO:0043709]| pilus organization [GO:0043711]	pilus [GO:0009289]		SUBCELLULAR LOCATION: Fimbrium {ECO:0000305}.
ydeT	6.8315	6.7492	6.7524	6.722	6.5522	6.6229	6.0469	6.1733	6.5153	6.2896	6.1104	6.0218	6.3965	6.348	6.4109	6.1022	6.1204	6.0545	6.3437	6.0795	6.0462	6.1599	6.3279	6.2382	6.0729	6.8685	6.6634	6.8854	7.1244	7.1842	7.3999	7.0964	7.4676	7.1757	7.3787	7.1428	7.0788	7.6756	7.1204	7.5664	6.2564	6.3933	6.4845	6.7046	6.8125	6.5625	6.92	6.8415	6.4086	6.2118	6.2689	6.2075	6.06	6.1262	6.1483	6.4976	6.607	6.716	6.7837	6.7287	6.9587	6.5315	6.2855	6.729	6.8369	6.039	6.0451	6.3862	6.3508	6.19	6.2869	6.1401	6.1687	6.0289	6.0679	6.1359	6.1233	6.1464	5.9994	5.9881	6.3054	6.1516	6.0674	6.0372	5.7877	6.3674	5.7777	5.9516	6.2751	6.1529	5.8054	5.9202	6.1141	6.475	5.6645	5.8051	6.2196	6.1131	5.5973	6.4801	pilus assembly [GO:0009297]	cell outer membrane [GO:0009279]	fimbrial usher porin activity [GO:0015473]	
ydeU	8.5763	8.9417	8.7252	8.9205	8.7833	8.5974	8.3259	8.1972	9.3956	9.2637	8.9829	9.0006	9.1008	9.3569	9.1534	9.2119	8.4942	8.2506	8.5222	8.4396	8.5941	8.4094	8.8279	8.7069	8.6208	9.0822	8.7937	9.285	8.8225	8.996	9.0982	9.0576	9.1443	8.8773	9.3704	9.1561	9.1885	9.3601	9.1856	9.371	8.698	8.9419	8.9558	9.0664	8.8569	9.0152	8.6098	8.6846	8.8508	9.0577	8.8082	8.8855	8.8475	8.9383	8.9718	8.7956	8.8528	8.9232	9.0198	8.7447	8.8707	9.0688	8.845	8.9664	8.7883	8.8635	8.8736	8.9039	8.8762	8.7692	8.8884	8.7703	8.6961	8.6879	8.965	8.6583	8.6175	8.9263	8.7591	8.7398	8.7873	9.2971	8.8432	8.2719	8.621	9.0317	8.6361	8.5964	8.8015	8.7189	8.9654	8.8557	8.7153	8.9832	8.2633	8.2344	9.0969	8.2823	8.1663	9.3662		outer membrane [GO:0019867]		
ydfA	7.5999	7.467	7.6543	7.7796	7.2023	7.7129	6.423	6.7019	5.7839	5.895	6.3419	7.0479	6.3571	6.4044	6.6481	6.2959	6.4475	6.687	6.6461	6.1124	6.4585	6.33	6.3965	6.2838	6.2748	6.4382	6.3385	6.6418	6.6035	6.5032	6.5153	6.5049	6.7542	6.5705	6.2804	6.6061	6.2112	6.2803	6.2629	6.0694	6.5382	6.6677	6.3986	6.5031	6.8753	6.7239	6.3768	6.5055	6.2308	6.4403	6.3895	6.2205	6.4894	6.4323	6.3059	6.5002	6.5163	6.7262	5.598	6.0437	5.937	6.8954	6.9029	6.4313	6.2904	6.265	6.133	5.9552	6.4539	6.2214	6.4568	6.2391	6.6582	6.1498	6.4682	6.4128	6.3248	6.2099	6.0906	6.5869	6.3983	6.2315	6.2257	6.9221	6.7243	6.9304	6.4793	6.7944	6.7358	6.6209	6.4837	6.6868	6.9685	6.7796	6.3236	6.8008	6.7288	6.0465	5.9575	6.9969				
ydfB	6.6728	6.721	6.8143	7.0064	6.7739	6.8644	6.606	6.6701	6.7337	6.885	6.7622	7.0474	7.1463	6.8262	7.4252	7.1287	7.2998	7.1989	7.2525	6.9935	7.0002	6.9824	7.1676	7.3036	7.2333	7.1789	7.0178	7.394	7.4619	7.4295	7.4591	7.0617	7.7278	7.1349	7.1591	7.3162	7.052	7.1927	7.1255	7.0824	7.1557	7.3868	6.9328	7.2499	7.2245	7.2884	7.3267	7.3594	7.1021	7.1432	7.1994	7.0856	7.2209	7.2292	7.1374	7.1641	7.3031	7.3518	6.9281	7.0081	6.8751	7.7148	7.5544	7.3157	7.277	6.9461	6.9903	7.027	7.0208	6.9394	7.1351	7.1162	7.2162	6.8575	7.0502	7.2808	7.1797	7.0836	6.9726	7.2163	7.0567	7.023	6.9918	7.3705	7.3693	7.4351	7.0385	7.2215	7.1787	7.1666	7.2218	7.2988	7.421	7.2197	6.582	7.2221	7.1893	7.0946	6.7269	7.8035		cytoplasm [GO:0005737]		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21778229}. Note=Probably associated with the inner membrane.
ydfD	7.5382	7.8762	7.374	7.7368	6.6772	7.4109	6.4379	6.3935	7.0072	6.8184	6.6144	6.7593	6.7493	7.0628	7.0718	6.8538	6.5059	6.6081	6.6237	6.421	6.2897	6.6396	6.5032	6.6905	6.5608	6.7866	6.6287	6.9247	6.6675	6.8493	6.8458	6.5312	6.9946	6.7613	6.5929	6.864	6.514	6.8165	6.6744	6.6074	6.428	6.7881	6.6689	6.6744	6.5021	6.5998	6.426	6.4299	6.507	6.5651	6.5309	6.3549	6.4969	6.4633	6.6355	6.2778	6.3764	6.5984	6.4073	6.3372	6.4037	6.9838	6.828	6.5032	6.4211	6.4728	6.4034	6.5985	6.7389	6.3856	6.6769	6.4504	6.463	6.2421	6.4747	6.4172	6.5192	6.5422	6.383	6.4284	6.5841	6.5981	6.4834	6.7556	6.8167	7.154	6.6288	6.6489	7.0102	6.9863	6.9233	7.0101	7.0686	7.0902	6.513	6.3672	6.8404	6.809	6.8875	7.3819	viral release from host cell by cytolysis [GO:0044659]			
ydfE	6.4475	6.6813	6.4712	6.7871	6.099	6.4679	5.9902	5.7523	6.6864	6.6818	6.3581	6.5168	6.4628	6.6419	6.6103	6.66	6.3451	6.5222	6.4499	6.2763	6.2367	6.3422	6.4249	6.565	6.3744	6.513	6.4955	6.6995	6.5257	6.5385	6.4655	6.4112	6.7644	6.3507	6.5144	6.7971	6.3375	6.5481	6.4316	6.3898	6.5878	6.9059	6.7178	6.718	6.7045	6.7386	6.636	6.5912	6.6558	6.784	6.8691	6.5342	6.5721	6.7489	6.7109	6.6692	6.7167	6.8003	6.7019	6.6154	6.6263	7.0737	7.0634	6.689	6.6861	6.3511	6.5876	6.6661	6.6393	6.559	6.6487	6.5038	6.5718	6.3537	6.4317	6.5347	6.6651	6.6543	6.4504	6.6312	6.6353	6.5599	6.6519	6.4535	6.8262	7.0393	6.7122	6.6767	6.7873	6.7895	6.6649	6.7951	6.6943	6.9336	6.3545	6.2409	6.7533	6.7858	6.7408	7.2721				
ydfG	10.036	10.496	10.333	10.889	10.408	9.7067	9.6472	9.5288	10.638	10.457	10.782	10.278	10.575	10.658	10.226	10.18	10.512	10.456	10.558	10.634	10.734	10.483	10.467	10.505	10.638	9.4543	9.2167	9.6591	9.4089	9.042	9.3218	9.2438	9.4277	9.3241	9.1398	9.3011	9.1019	9.4661	9.3164	9.2852	10.868	10.821	10.716	10.893	11.058	11.292	10.891	10.819	10.926	10.758	11.15	11.206	10.958	11.064	10.974	11.075	11.142	11.184	10.98	11.023	10.961	11.002	11.273	11.214	11.103	10.69	10.708	10.883	10.537	10.969	10.534	10.659	10.659	10.803	10.502	10.446	10.518	10.505	10.528	10.619	10.559	10.62	10.875	9.856	9.7639	9.5671	9.8762	9.7621	9.7712	10.049	9.7573	9.4943	9.793	9.575	9.4616	9.0837	9.5766	9.4574	9.4647	9.5417	fatty acid elongation [GO:0030497]| protein homotetramerization [GO:0051289]| uracil catabolic process [GO:0006212]	cytosol [GO:0005829]	3-hydroxyisobutyrate dehydrogenase activity [GO:0008442]| 3-hydroxypropionate dehydrogenase (NADP+) activity [GO:0035527]| identical protein binding [GO:0042802]| serine 3-dehydrogenase activity [GO:0031132]	
ydfH	8.2219	8.7807	8.3695	8.9245	8.8227	7.9804	8.1946	7.929	8.2922	7.8798	8.0913	8.1324	8.0475	8.1846	8.2071	8.1849	8.1856	8.0407	8.2992	7.8972	7.9073	8.0288	8.7453	8.4688	8.4495	8.7754	8.7168	8.7237	8.8212	8.7455	8.9518	8.7488	8.9982	8.8604	8.7441	8.6784	8.9285	8.8502	8.9957	8.9213	8.8167	8.8796	8.8399	9.4501	9.5984	9.3547	9.052	8.8062	8.859	9.0392	9.1782	9.1603	8.7767	8.7789	8.7124	9.3188	9.3715	9.1545	9.2682	9.2874	9.1273	9.3637	9.4383	9.363	9.2596	8.6291	8.5378	8.7321	8.6418	8.5997	8.5348	8.5006	8.6304	8.328	8.8423	8.704	8.6741	8.5687	8.4258	8.6077	8.5352	8.5883	8.6426	8.339	8.5132	8.4339	8.2209	8.1774	8.2383	8.3316	7.9793	7.8589	8.2905	8.1616	8.099	8.1287	8.5741	7.4929	7.6874	7.9869				
ydfI	7.7837	7.8977	7.7398	7.768	7.7893	7.7291	7.1237	7.3023	7.4625	7.5667	7.4068	7.5826	7.339	7.4771	7.6628	7.1401	7.3343	7.0522	7.4466	7.2444	7.2952	6.9922	7.4083	7.5631	7.3684	7.3175	7.1115	7.4859	7.4821	7.4139	7.6585	7.3258	7.4161	7.432	7.377	7.4059	7.5246	7.4644	7.4308	7.3771	7.8708	7.9794	8.0322	7.9139	7.7657	7.9708	8.0779	7.9343	8.1457	7.8233	7.8445	7.8235	7.8174	8.015	7.9102	7.918	7.8654	8.0415	8.0395	8.0504	8.0948	8.1336	8.1521	8.0109	8.1487	7.8584	7.8018	8.1236	7.7622	7.7807	7.8075	7.6576	7.8269	7.7588	7.6948	7.6272	7.7757	7.8914	7.9043	7.8212	7.7953	7.7048	7.8022	7.6165	7.528	7.6002	7.2613	7.4762	7.5603	7.7317	7.7223	7.6173	7.7026	7.8499	7.101	6.8936	7.7615	7.3363	7.0768	7.8734	mannitol metabolic process [GO:0019594]		oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	
ydfJ	6.9417	7.077	7.0473	6.9375	6.76	6.7083	6.1233	6.3407	7.0304	6.7852	6.7234	6.7806	6.5534	7.0293	7.0712	7.0199	6.4962	6.5958	6.6557	6.5255	6.3783	6.4643	6.3599	6.5718	6.7785	6.7469	6.7367	6.8411	6.4444	6.6867	6.6425	6.6723	6.8179	6.7704	6.8717	7.0683	6.8735	6.7774	6.7692	6.7423	6.4611	6.6406	6.726	6.5941	6.5812	6.5571	6.4427	6.382	6.6816	6.4396	6.3247	6.442	6.4807	6.5508	6.4471	6.5252	6.5025	6.3983	6.4459	6.4141	6.6902	6.5983	6.5392	6.4405	6.6248	6.5995	6.5111	6.6708	6.4938	6.401	6.5657	6.5214	6.432	6.4746	6.5289	6.5865	6.4824	6.5599	6.584	6.5262	6.5922	6.6085	6.5976	6.8666	6.949	7.0757	6.5991	7.1776	7.2039	6.9364	6.8834	7.0221	6.8223	6.6875	7.0209	6.9799	6.9799	7.1013	6.5703	7.0853		integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]	potassium channel activity [GO:0005267]| symporter activity [GO:0015293]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein. Note=When overexpressed using vectors that provide a promoter and ribosome binding site (PubMed:15919996). {ECO:0000269|PubMed:15919996}.
ydfN	7.0113	6.9762	6.915	6.9031	6.9169	6.9536	6.4807	6.3122	7.4944	7.2241	6.8411	6.8722	6.9357	7.0901	7.0352	7.1028	6.6396	6.2687	6.7409	6.6906	6.6704	6.8523	7.002	6.9481	6.8084	7.0903	6.8882	7.1985	6.9426	6.9737	7.122	6.9609	7.2649	7.0751	7.2418	7.156	6.6994	7.1806	7.0276	7.2241	6.763	6.9133	6.8074	6.8548	6.7933	6.8621	6.4944	6.6056	6.8093	6.9571	6.664	6.7626	6.7949	6.7707	6.9854	6.5393	6.8078	6.8424	7.0495	6.6424	6.7373	7.0021	6.9647	6.8951	6.7183	6.7761	6.8612	6.9592	6.8054	6.8128	6.8444	6.653	6.6144	6.7284	6.7291	6.6768	6.642	6.9567	6.7502	6.8679	6.7899	6.9417	6.8834	6.9066	6.9851	7.2783	6.8286	6.9917	6.9576	6.9421	7.123	6.8318	6.8722	7.1818	6.7705	6.6928	7.0162	6.8684	6.7622	7.4748				
ydfO	6.9332	7.0789	6.9145	6.721	6.4618	6.6643	5.2774	5.255	5.9846	5.9517	5.5627	5.9318	6.2997	6.3241	5.991	5.9923	5.3852	5.0373	5.5731	4.9437	5.0966	5.2579	5.7268	5.5341	5.6228	6.2972	5.9998	6.483	6.6218	6.599	6.9465	6.4645	6.628	6.6975	6.2113	6.3255	5.8773	6.1424	5.9964	5.915	5.4284	5.6354	5.5398	5.8643	5.7356	5.8478	5.4815	5.3467	5.4688	5.4311	5.2244	5.1494	5.1302	5.2417	5.3296	5.5078	5.7345	5.8077	5.7111	5.4918	5.6559	5.9148	5.6856	5.8197	5.5699	5.5817	5.2927	6.02	5.4652	5.2054	5.3887	5.2525	5.3243	5.1505	5.3995	5.0881	5.3623	5.4538	5.1519	5.2991	5.3027	5.3213	5.0799	4.9134	5.0953	5.5717	4.8679	4.9163	5.0485	5.3528	5.0632	4.8281	5.306	5.219	4.5016	4.7833	5.3526	4.9051	4.5992	5.7913				
ydfP	6.8415	7.1083	6.6822	6.6217	6.3513	6.5403	5.9773	6.0196	6.5215	6.5872	6.3731	6.5522	6.443	6.4826	6.5208	6.5237	6.1741	5.892	6.2508	6.1128	6.1483	6.3462	6.2167	6.4416	6.2239	6.5995	6.1189	6.6015	6.437	6.312	6.4946	6.3407	6.4866	6.4262	6.3963	6.5029	6.3251	6.422	6.4365	6.469	6.2832	6.4294	6.5751	6.4139	6.4587	6.4622	6.356	6.2605	6.5206	6.5485	6.3283	6.3317	6.3918	6.4503	6.5342	6.337	6.4494	6.531	6.5779	6.3169	6.4659	6.6263	6.1965	6.5116	6.3361	6.2428	6.4302	6.3524	6.5139	6.2275	6.4534	6.3485	6.1303	6.113	6.4864	6.4018	6.3601	6.4353	6.2515	6.416	6.3202	6.5384	6.3787	6.7326	6.5597	6.7994	6.2877	6.6713	6.4423	6.5235	6.4959	6.3437	6.5957	6.6094	6.3187	6.4439	6.8665	6.5645	6.3768	6.7878				
ydfR	6.0779	6.165	5.7827	6.0296	5.9781	5.8513	5.7174	5.6021	6.3459	6.0893	5.8612	6.0953	6.0713	6.2766	6.1725	6.1265	5.832	5.5314	5.8964	5.6341	5.9016	5.9113	5.9657	6.12	5.7687	5.9222	6.152	6.5499	5.9347	6.3763	6.1208	5.9333	6.135	6.1206	5.9886	5.9832	5.9213	6.2424	6.1666	6.2549	5.8672	6.1607	6.08	6.1573	6.017	6.082	5.902	5.749	5.9809	6.1343	5.8403	5.8549	5.9563	6.1714	6.2045	5.7718	5.9793	6.1138	6.0588	5.9193	5.9052	6.1912	6.1131	6.043	5.8855	5.7962	5.9506	5.9112	5.8949	5.774	5.9538	5.7639	6.0209	5.6453	5.9949	6.0262	5.8924	6.0004	6.009	5.8779	5.9635	5.9981	5.8129	5.7675	5.7568	5.9442	6.0157	5.698	5.873	5.9528	5.9546	5.7401	5.9732	6.2088	5.6517	5.4327	6.1	5.9491	5.921	6.0412				
ydfU	6.9861	7.2537	6.872	6.8666	6.8712	7.0438	6.3122	6.2804	7.1068	7.166	6.7331	6.6934	6.835	6.8644	7.1612	7.1402	6.6828	6.5654	6.7109	6.6364	6.6202	6.8319	6.7904	6.9816	6.6238	6.9283	7.0979	7.1244	7.0493	6.9992	6.9017	6.9713	7.0168	6.9142	7.0698	7.1022	7.0878	7.1491	7.0963	7.3394	6.6531	6.7095	6.8813	6.6335	6.5401	6.6576	6.4365	6.4647	6.6736	6.783	6.4113	6.6383	6.4646	6.602	6.7118	6.4141	6.472	6.8129	6.6205	6.3722	6.5568	6.6782	6.6903	6.5781	6.3517	6.8587	6.7946	6.7113	6.6404	6.5634	6.6531	6.4601	6.5672	6.3063	6.6161	6.6988	6.4264	6.726	6.5912	6.5165	6.6145	6.6085	6.5084	7.1268	6.5214	7.1834	6.6178	7.0064	6.8132	6.7643	6.8589	6.7727	6.8835	6.8924	6.6916	6.9382	7.1372	6.7086	6.7949	7.1293				
ydfV	6.8151	6.9599	6.6221	6.9716	6.484	6.6785	6.3907	6.3982	7.3577	7.3137	6.9953	6.903	7.3183	7.1933	7.3362	7.3547	7.0808	6.9996	6.9478	6.9681	6.8685	7.2011	7.1188	6.9776	7.0875	7.2413	7.4556	7.4247	7.1361	7.4567	7.2961	7.3804	7.2449	7.3258	7.2214	7.3431	7.481	7.404	7.4749	7.3799	7.1805	7.3068	7.4255	7.1646	7.0574	7.2469	7.1748	7.1773	7.257	7.354	7.3522	7.3181	7.1332	7.2045	7.2595	7.0595	7.0715	7.2561	7.3912	7.1758	7.2636	7.2915	7.247	7.3467	7.0667	7.2724	7.2171	7.5676	7.1722	7.1389	7.1192	7.1245	7.0696	6.9666	7.0768	7.1055	7.2034	7.2037	7.1518	6.9793	7.1992	7.1386	7.1844	7.6906	7.692	7.8016	7.4599	7.2904	7.4972	7.5677	7.4475	7.497	7.6442	7.4803	7.3939	7.7354	7.6305	7.1204	8.0495	8.1243				
ydfW	6.8736	7.3397	6.762	7.0445	6.3393	6.644	6.6774	6.8336	6.9554	6.7661	6.732	6.5116	6.8136	6.7614	6.9255	6.8501	6.7576	6.7821	6.9184	6.5804	6.6293	6.7544	6.8566	6.994	6.7999	6.7098	6.8353	6.7753	6.6346	6.8128	6.989	6.7085	6.7599	6.8976	6.7204	6.7279	6.8488	6.5395	6.7533	6.6683	6.6051	6.7873	6.7667	6.5797	6.5173	6.6795	6.5448	6.5083	6.5683	6.5179	6.6672	6.5247	6.4871	6.5109	6.5579	6.5612	6.34	6.6807	6.4675	6.235	6.5454	6.8235	6.7722	6.8323	6.5395	6.6149	6.5678	6.6266	6.551	6.5294	6.5658	6.4998	6.4111	6.2927	6.391	6.393	6.552	6.5832	6.357	6.2263	6.5473	6.5671	6.519	7.3807	7.3409	7.3208	7.1863	7.2482	7.2318	7.1961	7.1472	7.2892	7.2159	7.1693	7.3562	7.2849	7.1911	7.3376	7.7288	7.5504				
ydfX	7.0283	6.7775	7.1152	7.3526	7.016	6.9045	6.8898	7.1365	7.6427	7.7346	7.1087	7.2276	7.631	7.5889	7.6932	7.5097	7.117	7.487	7.4029	7.2933	7.1734	7.358	7.5068	7.4913	7.4168	7.4563	7.5112	7.7669	7.4243	7.3167	7.5988	7.6199	7.6434	7.4894	7.7442	7.6759	7.6313	7.5558	7.5851	7.878	7.0281	7.4602	7.2276	7.4586	7.2802	7.316	7.1345	7.1807	7.4152	7.3857	7.291	7.2471	7.3898	7.3244	7.5851	7.0851	7.1373	7.3717	7.0058	7.2273	7.1578	7.5022	7.3756	7.3324	7.1521	7.361	7.177	7.1664	7.2081	7.3167	7.3628	7.0671	6.8946	6.9472	7.2299	7.3562	7.1966	7.2265	6.7545	6.9404	7.2798	7.4175	7.54	7.2604	7.5766	7.9888	7.8891	7.6608	7.8044	7.7231	7.6391	7.8549	7.556	7.44	7.3376	7.388	7.8266	7.6848	7.1118	8.8422				
ydfZ	7.7157	7.938	7.7624	7.9242	7.7749	7.532	7.0839	7.0659	7.8654	8.0047	7.4632	7.6551	7.6537	7.8836	8.0507	7.7312	7.3983	7.4195	7.5341	7.5101	7.4341	7.3511	7.5708	7.6066	7.5776	8.5684	8.3248	8.6364	8.5762	8.5028	8.6667	8.4649	8.6869	8.6788	8.4579	8.7133	8.58	8.3927	8.6755	8.668	8.8871	9.0657	8.8385	13.462	13.441	13.633	13.302	13.14	13.489	7.8618	8.019	7.9338	7.9731	8.0475	7.9435	13.62	13.727	13.484	13.494	13.469	13.155	14.259	14.215	13.785	13.714	10.086	8.8231	12.959	8.9048	8.9757	9.0453	7.9202	7.9227	7.7857	7.8392	7.8675	7.8396	8.142	7.938	8.0153	8.6759	8.7424	8.5486	8.6875	8.7369	8.8471	8.5752	8.9689	8.3183	8.3582	8.4234	8.1571	8.5434	8.5922	9.0075	9.5573	8.6742	10.38	9.2914	8.4071		cytosol [GO:0005829]		
ydgA	9.8589	10.277	9.7923	10.472	9.6963	9.3829	9.6274	9.5018	9.9514	9.8353	9.8724	9.886	9.6248	9.6121	9.6507	9.6226	10.221	10.295	10.345	10.756	10.632	10.706	10.155	10.349	10.362	9.9346	10.199	10.097	10.002	10.035	10.044	10.087	10.203	10.159	9.7549	10.125	10.083	9.867	9.8671	9.8428	10.245	10.371	10.312	9.8968	10.019	9.9548	10.387	10.235	10.648	10.807	10.697	10.525	11.148	11.16	10.998	10.07	10.179	10.112	9.8788	9.9206	9.9579	10.333	10.507	9.957	9.9798	10.112	10.38	10.763	10.268	10.46	10.266	10.445	10.366	10.492	10.368	10.548	10.489	10.487	10.408	10.457	10.396	10.263	10.436	9.3527	9.3194	9.2406	9.1726	9.0295	9.3532	9.3006	9.7218	9.6795	10.045	9.8196	8.9695	8.8832	9.3472	9.8069	9.375	10.348		plasma membrane [GO:0005886]	identical protein binding [GO:0042802]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:16079137}| Peripheral membrane protein {ECO:0000269|PubMed:16079137}| Periplasmic side {ECO:0000269|PubMed:16079137}. Note=Has been isolated in association with the inner membrane, suggesting it may be tethered to the membrane.
ydgC	8.321	7.9577	8.4389	8.5919	8.3824	8.1877	7.9325	8.0306	7.792	8.0334	8.1222	8.4155	8.0884	8.0687	7.7276	7.691	8.7967	8.8306	8.8142	8.8567	8.9557	8.7356	8.3797	8.4379	8.3259	8.4051	8.3725	8.437	8.3681	8.0812	8.4095	8.2944	8.4298	8.238	8.0814	7.9645	8.349	8.286	7.9594	8.1928	9.1235	9.1135	8.8383	8.5812	8.5823	8.682	9.0835	8.9671	9.197	8.6882	8.6398	8.7026	9.2787	9.2316	9.1397	8.5129	8.4176	8.6373	8.302	8.5096	8.5171	8.4856	8.5745	8.675	8.5914	8.7592	8.7739	8.0729	8.9434	9.1581	9.0132	8.777	8.695	8.8013	9.3617	9.4561	9.4266	8.8505	8.5864	9.0057	8.7431	8.8084	9.1008	8.8857	8.878	9.0686	8.9546	9.0006	9.0083	8.9879	8.9902	8.8157	8.9242	8.5827	9.059	9.1972	9.0849	8.8255	8.6626	9.1893		integral component of plasma membrane [GO:0005887]| plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell inner membrane| Multi-pass membrane protein.
